english_text,type
"Whose nature is not known to anyone, from childhood to this present youth, playing sports together, traveling together, living together, a special simple love has been born in the minds of both.",sadhu
Amidst the massed guards where the frightened citizens stood in ant-like rows _there the sepoys brought the black-headed gunpowder man.,sadhu
The man's last wish was not fulfilled,cholito
you are drinking the coffee,cholito
But Rajsingh has entered the blood path,sadhu
"I said, open the box and count it and see if I said it right",cholito
“Doesn't that prove you're involved,cholito
The heart of lust is stone,sadhu
Moments in history in literature,sadhu
There are possibilities,cholito
"I thought a lot--- ""Why am I happy?""",cholito
"Go take a shower, give you hot water has been",cholito
Ajid advanced to sacrifice with a long sigh but could not say anything; The voice was choked and the tongue became numb,sadhu
How long do you sit there in this expectation?,sadhu
"In your work, the illusion of the soul of the Muslim, the hope of the world, the thought of happiness and sorrow, the bond of wife and family, nothing will be remembered.",sadhu
He doesn't have either,cholito
"If husbands, sons, brothers sacrifice their lives in the arms of infidels, water will never come to us - but if the city of Madinah comes in contact with infidels, we will sacrifice our lives without hesitation.",sadhu
"However, immediately the dancer broke up",sadhu
"Not everyone can be loved, love is a unique feeling.",cholito
"It costs a hundred dollars, nothing is being gained",cholito
It is followed by Angriya,sadhu
"For a long time, this freedom was a secret even to many people",sadhu
don't be,cholito
"As soon as the moon rises, it is over; - dark",sadhu
"If you multiply, you will see that you are not right",cholito
Dad brings chocolates for us when he returns from office.,cholito
"""Even if I wanted to know, I couldn't tell. I don't know myself",cholito
The diseases you are talking about can never be cured,cholito
"Happy and sad, everyone's regret and everyone's sorrow",sadhu
"Amm Ray Bhai, everyone is soil, that's it",sadhu
Say I'll take it down,cholito
Zainab spends her days in the worship of God wearing white clothes in a scriptural state of widowhood.,sadhu
"No one married, but Nestlé said at the end that I had never written such a historical account before.",sadhu
Mona Lisa at the corner of her lips,cholito
I brought it for treatment,cholito
He began to take away,sadhu
"Behind our Congress, there is no power of state reconciliation--only consolidation",sadhu
Gave a gasp,cholito
"Wherever he went, he could not sit still",sadhu
I heard from Fulfulia that you are not,cholito
not fat,cholito
My name is Imrul Tu,cholito
But no one knows that there is no group of dead people,cholito
"Here is Majid sitting quietly, flipping the pages of the newspaper - I don't know why",cholito
"If you are captured by shakru hand, then you will have to suffer the pain of death for life",sadhu
The Pentagon has announced that additional troops will be deployed in the Middle East.,cholito
Then why are you not replying?,cholito
Can't tell Sri 4190,sadhu
"Success doesn't exist, it happens",sadhu
"A woman's form in the darkness, a woman's form, it was known-_but nothing else was understood",sadhu
"Everything will be fine, just keep faith.",cholito
Those five can be given,cholito
"I said, “I don't remember Neetu",cholito
I did not ask once why so much dinner was organized,cholito
Never get restless,cholito
"Day after day went by, after the sun the moon came, without the moon the rise of the stars was possible.",sadhu
“You must go,cholito
Have you lost your eyes?,sadhu
I have never heard the name of such a pious ascetic,sadhu
"Thinking this, the Rajput suspect approached the cave door very slowly and began listening to the conversations of the people inside.",sadhu
"In the mouth of a common man, the branches of a word turn into hundreds of thousands of letters",sadhu
"All these external works are secondary, therefore my friend",sadhu
"No masala, nothing, two chilies, a clove of garlic, a little",cholito
In every new conflict we will eventually hope for our expansion,sadhu
"Said, ""Where you were looking, there was a time on the back of Vahar.""",sadhu
"9 When considering one's duty, one should walk right up to him",sadhu
"""Don't worry",cholito
"There was a workman, when his illness got too bad",cholito
Jodhpuri Begum heard this news,sadhu
Cooking and eating is over,cholito
Foodstuffs began to be stored in special containers,sadhu
"I am a woman, a monk, I am Rajkadha, I can answer those words",sadhu
I am most surprised by this,cholito
"So in Nanda's love, Sitaram's love was remembered step by step.",sadhu
How many places in the world are people of your class suffering?,sadhu
Initiatives have been taken to attract foreign investment in the development of tourism industry.,cholito
You will always see lovers eating something,cholito
I will pray for my daughter in Gora Leela,sadhu
"""What name did you say?""",cholito
What can be the tendency to quarrel,sadhu
Hara wants to know the true history of Sitaram,sadhu
"He will throw it, or else he will throw it from the roof",sadhu
Close the door and window,cholito
"Gone, the status quo is gone, shame is gone, happiness is gone",sadhu
“I had a private talk with Afon,cholito
"77 8 Mishdhutarakk Jad Daitya Shakti Hane, Menti Nahiko Means--Love comes and pulls in the arms, dispels fear.",sadhu
I will go to Udaipur-_-there I have got a big job in the Raj government,sadhu
"Sitaram thought for a while; He said, ""Chul, I am taking you with me.""",sadhu
"Mr. Kha, shoes He opened it, sat down in the bed, kissed Bibi with sweet words, then opened the dress, took a fan of flowers in his hand, held it to the air, and began to pull on Albola's mouth with pure happiness.",sadhu
One has to study indiscriminately to acquire knowledge.,sadhu
"He happily said, Himuda, I am studying",cholito
Arrow t/c Barikra rose up,sadhu
At the time when the strong rush of the elder Sardhi held them all tight,sadhu
"""If you don't say yes, it won't happen",cholito
Do not allow anyone to enter the Panchil,cholito
My subconscious mind wants me,cholito
"At the end he fixedly asked Chanchal, “Princess",sadhu
"Mitu said, I am not going anywhere",cholito
I didn't remember knowing anyone named Aleya,cholito
"Palin, what's this guy's name?",cholito
"Seeing this, Imam Hasan also started eating both marked and unmarked dates one by one.",sadhu
During the week the kingdom is closed;-only the Anandasroti will be outside during the day and night,sadhu
He would not meet Lee Dee without justice,cholito
"I live on the other side of the lead, I call from there, every night I write down the horoscope. 23 Baishakh 1888 1307 38 Mani Badhu",sadhu
"Either sitting here and resting---not looking for the trees; No, there is a cave under this earth, entered into it",sadhu
The longest night of the year is the night of 22 December,cholito
"On this festival the countryside spreads all its serenity,--this prime occasion to open its heart and give and receive.",sadhu
"Today, if I tell anyone to do social work, how do they do it?",sadhu
"If you work hard, success will come your way.",cholito
"Knocking in the house, I said, you stole the cut-out",cholito
"Bring your friends, I'm heating the food",cholito
Don't mind me talking too much,cholito
"” When the people heard this, their eyes closed, whether they understood it or not, Jayanthi did not want to see it anymore.",sadhu
"Mr. OC said, you are a good person",cholito
Listen to the order of Badhdapanda Everyone was stunned,sadhu
Eating raw turmeric and ginger reduces inflammation in the body.,cholito
Good deeds will be completed only after the Iddat period has passed,sadhu
I am out full moon to see,cholito
"In India, the British Government kept its eye on it as if it did not exist at all",sadhu
"""Why can't you do the work of awakening the power of the mind",cholito
"If we see that even weak nerves are strongly stimulated by the application of Vaidyat, then it is a sign of hope in the midst of great suffering.",sadhu
The need for patience and restraint in life is immense.,sadhu
"In such a gathering, the auspicious music of Rajpur became louder",sadhu
"Some of our mothers are crying, some of our fathers are crying, some of our husbands are crying, some of our children are crying - did you think that Jagdishwar does not hear those cries?",sadhu
