sentence,type
যেসব গাড়ি পছন্দ হচ্ছে তার কোনটাই দাড়াচ্ছে না__ হোস করে চলে যাচ্ছে,cholito
"কাজেই লোকের দৃঢ় প্রত্যয় হইল যে, তিনি নগরের অধিষ্ঠাত্রী এবং রক্ষাকর্ী দেবতা, রাজাকে ছলন",sadhu
এদিকে সমভিব্যাছারিগণ ভীহার বিলম্ব দেখিয়া,sadhu
"“হিমু সাহেব, রাতদুপুরে আমি রসিকতা পছন্দ করি না",cholito
"আমি হাসি হাসি মুখে বললাম, উঠে এসো ইরা",cholito
"রাধিকার বেড়ি ভাঁ, এ মম মিনতি",sadhu
হঠাৎ ব্রেইনে চাপ সৃষ্টি না করাই ভালো,cholito
ফেলেছিলেন,cholito
দেখিতে দেখিতে সূর্যদেব অস্তাচলে গমন করিলেন,sadhu
কিণে আমাদের গৌরব নষ্ট হইনে,sadhu
আমি চট করে একটা টেলিফোন করে আসি,cholito
"মারওয়ানের স্বীকৃত অর্থ মদিনায় বসিয়াই পাইতে পারিত, এতদূর পর্যন্ত আসিবার কারণ কিছু বেশির প্রত্যাশা",sadhu
"” ॥ সহজে এ কথা কহিলে, তিরক্কার স্বরূপ বোধ হুইত, কিন্তু রূমণী থে হাসির সহিত বলিলেন, তাহাতে বাঙ্গ বাতীত আর কিছুই বোধ হইল না| নবকুমার দেখিলেন এ অতি মুখরা ' মুখরার কথায় কেন না উত্তর করিবেন",sadhu
“আপনার ব্যাংকে কত টাকা আছে,cholito
পালিয়ে যাচ্ছে না তো,cholito
রাজ্য বিস্তারই আমার কর্তব্য কার্ষ,sadhu
“ও কালী সাধনা,cholito
-আমাকে উদ্ধার কর,sadhu
"এক্ষণে আমার সাহস, বল, বুদ্ধি ও চিন্তাশক্তির অনেক লাঘব হইয়াছে",sadhu
জীবানবাবুকে বিদেয়ে করে বিছানায় শুয়ে পড়লাম,cholito
“আমি যদি তাদের একটা ছবি তুলি তারা কি রাগ করবে,cholito
ভুল মানুষও জীবনে অনেক বড় শিক্ষা দিয়ে যায়।,cholito
খিজির বা ফতেমার বিশেষ গরিচয দিবার প্রয়োজন হয় নাই,sadhu
"আপনি কি মানুষটাই এমন, না",cholito
কোনোরকম পরিবর্ত এলো না,cholito
“এগজ্যাক্ট সময় বলতে পারব না,cholito
আমরা হেঁটে,cholito
তাই সেই আশার উল্লাসে মুখ তুলে চেয়েছি মুখে,sadhu
বিনয় মানুষকে অধিকতর শ্রদ্ধার পাত্র করিয়া তোলে।,sadhu
"বিশেষ যখন আপনি এরূপ বিপজ্জনক কার্ধ্যে প্রবৃত্ত হইয়াছেন, তখন যদি ভূত্য কোনও কার্যে লাগে, এই ভরসায় আসিয়াছে",sadhu
"আসিগ্াছেন যে, হাতের কাঁজ করিতে দ্বধা করিয়া, চাকরি করাকেই জীবনের সাঁর বলিয়",sadhu
", সেই বেড়া লত্তা-ভরা সেই সরসীর তীরে করবীর বন-- সেই কুহরিত পিক শিরীষের ভালে, প্রভাতে সখীর মেল",sadhu
দুর্ঘটনা ঘটল,cholito
তুমি যে-কোনো তুচ্ছ সমস্যাকে ঘোট পাকিয়ে,cholito
- বোধ হুইল যেল প্রাঙ্গনভূমিতে এক দীর্ঘাকার পুরু ঈড়াইির,sadhu
স্যান্ডেল কিনেছিলাম,cholito
যেদিন সেই ছাতের উপর খোঁল,sadhu
তারাবিবির বিষয়ে কৌতুহলে তার চোখ চকচক করছে,cholito
৮ .. কাঁপাঁলিক কেবল মাত্র কিল “ আঁমার সঙ্গে আগমন কর,sadhu
