sentence,label,source
"The time that has come to us now will not work if we are self-disposed, trembling now mangoes.",sadhu,Book
"But if the results are statistically significant, then you must know that you have ESP",cholito,Book
"Consequently; The center of Mebar is almost circular, surrounded by several mountain ranges",sadhu,Book
,cholito,Book
"A hunger which is natural can be satisfied one day, and the natural demands of merit have limits, but the fabula of indulgence does not.",sadhu,Book
I got up and slapped him on the cheek,cholito,Book
,sadhu,Book
I don't want to find out,cholito,Book
Murja came after keeping Gangaram outside,sadhu,Book
"All the Begums had a class of dancers; Those who did not have the virginity of courtesans, they would have done it themselves",sadhu,Book
If anyone is interested in my essay,sadhu,Book
Today is a special day for me,cholito,Book
,cholito,Book
There was a little fog that night,cholito,Book
Roop was very appreciated then,cholito,Book
It's his drinking day at the Emmys,cholito,Book
": I said in surprise, you can't laugh in winter",cholito,Book
"Abul Qasem is mature, virtuous in every way",sadhu,Book
,cholito,Book
"If there is a breach, even there, if there is a conflict, the main foundation of the relationship is torn apart, but we are not in any way.",sadhu,Book
,cholito,Book
All the villagers touched Kasem's dead body and started crying loudly,sadhu,Book
It takes a year and a half to cut one's name and write another's name,cholito,Book
"Hussain said, ""Akbar.""",sadhu,Book
Ama-pane chachiye cupit pranakhani in your athi,sadhu,Book
,sadhu,Book
Let's eat when the mouth is watery,cholito,Book
"He took out the chocolate from the packet and said, take it",cholito,Book
"This time, Akonmat is waiting for him The hearts of many people of the country have been awakened",sadhu,Book
Then the wind will rise,sadhu,Book
,cholito,Book
"On the contrary, if I marry against him, he can be the Mughal's helper and my enemy",sadhu,Book
"""The younger brother also got up and said, ""Yes, brother",sadhu,Book
The roots have spread,sadhu,Book
You are just angry,cholito,Book
Not doing it for me,cholito,Book
,sadhu,Book
,cholito,Book
"I asked to sit next to OC sir, tell me what happened to you",cholito,Book
"I traveled to Agra for many days, and I was disappointed",sadhu,Book
But thinking along these lines,cholito,Book
"For example, when the moneylender can be delayed in making the first debt, he still has the resources and the ability to repay; But when wealth dwindles, the moneylender that was once casual becomes permanent.",sadhu,Book
"When Kathuria cuts the branches of Banaspati, if Banampati says, Oh, what are you doing? will go",sadhu,Book
,sadhu,Book
Take Babaji to court,cholito,Book
Mr. Asghar opened his eyes and looked,cholito,Book
I didn't say anything; I smiled sweetly,cholito,Book
"Pade Tagore said, ""Bhomara, bhai hamesha ratriko. Bhitarme jaya aya kartahai kaheko.""",sadhu,Book
"The whole thing is a lie that everyone knows, no one believes, and everyone believes",cholito,Book
A girl who agrees to marry you must understand that she has a problem with her brain,cholito,Book
Get me a job Rupa,cholito,Book
There is supposed to be a case,cholito,Book
Wish not to return from Sinhala,sadhu,Book
,cholito,Book
,cholito,Book
"Then when you know that you have married the man of their choice, the anger will turn to water",cholito,Book
You have done your duty,cholito,Book
Mr. Yakub smokes cigarettes,cholito,Book
Dad called from here,cholito,Book
I walked around the city for two hours,cholito,Book
"""Ejid said, ""The prize was also caught",sadhu,Book
We assume that ministers are lying,cholito,Book
,cholito,Book
There is no air in the room,cholito,Book
""" Nanda was startled, said, ""What is that?",sadhu,Book
"Until now, the Yojana path has been paved",sadhu,Book
Galbhanga Hamid often comes to the mess,cholito,Book
I'm not your aunt,cholito,Book
"If the ghost of anger presses on my neck, the family will keep it now Part 3 - Madash Chapter 115",sadhu,Book
Asghar Sahib lives a routine-interrupted life,cholito,Book
"” Then the Rajputs, jumping from their horses, stood together crying “Victory to the Emperor”.",sadhu,Book
"""Terrible,"" said Kasem",sadhu,Book
,cholito,Book
,cholito,Book
This * refers to the English corporators of the Kankinara factory,sadhu,Book
Something serious,cholito,Book
"Bamna stung, danced and danced, the ranks marched--_-cavalry's weapons rang out.",sadhu,Book
Did you see him again?,cholito,Book
"The woman who is a husband-killer, who killed her husband with her own hands, not once, not twice, but several times, and the last time by giving poison, I am Dandhar Raja, is it not my duty to punish her accordingly?",sadhu,Book
Take the tin with you when you go,cholito,Book
Why did you accept the gift given by Purandar?,sadhu,Book
No one needs to know,cholito,Book
,sadhu,Book
Evidence is correct,cholito,Book
"If there is no meeting between the spouses, the husband will not be loved by the wife; And if the husband is not loved, the possibility of his adultery no",sadhu,Book
There was no doubt in the mind of the Muslim,sadhu,Book
,cholito,Book
,cholito,Book
,cholito,Book
Asha is bowing her head a little,cholito,Book
"In the midst of countless paths, in a single path with unfailing skill, he is able to hide his true love.",sadhu,Book
"Aunty said in a serious voice, Himu you have started fooling around again",cholito,Book
Shantindra has not arisen in Jayad's mind so far,sadhu,Book
There is a baby boy at home,cholito,Book
I watch their games with interest when I come here,cholito,Book
I have a lot to ask you,cholito,Book
Chandra began to search the parting of the sea with eagle's eyes--what was the result of this amazing battle--see,sadhu,Book
,cholito,Book
,cholito,Book
"At eight o'clock in the night, the maid puts out mosquito nets",cholito,Book
Says extraordinary things even for one day,sadhu,Book
He took me home very sincerely,cholito,Book
Rest as long as I am awake,cholito,Book
Why should I go when the machine tells me to turn on the green light?,cholito,Book
,cholito,Book
,cholito,Book
This is nothing new,cholito,Book
The patient's blood pressure increased,cholito,Book
"Sharmistandari's future predictions are true; Yaushini has become a housewife at the touch of Prachmani; At this moment, I see a lot of wrinkles, fringes, and wolfish-long hair that is spiked in the back.",sadhu,Book
,sadhu,Book
"I will pay his expenses, I will give him happiness, and I will release him forever",sadhu,Book
You certainly don't claim it,cholito,Book
"But you have invited me, I must go",cholito,Book
"She has to keep an eye on the button, but Phupu makes up for her lack of husband with her gaze",cholito,Book
,cholito,Book
,sadhu,Book
"Your brother is in Orissa, Monsardan; I will promote Kalya",sadhu,Book
"As long as I don't get it, the more I feel the pain, the more love I get, the more I smile.",sadhu,Book
I have a telephone spare shop in Malibagh,cholito,Book
"Today, Zainab was busy with Swami's food arrangements and soon finished the cooking and served the food in front of Swami and began to beat the air with her own hands.",sadhu,Book
One of the rooms is very well decorated,sadhu,Book
"""There is no shelter other than Uyya",sadhu,Book
"said, ""This is Shahnjaha. The picture of the king 1"" The young woman said, ""Dur Magi, this beard I know.""",sadhu,Book
,cholito,Book
So I assume today is the birthday,cholito,Book
"Besides, your aunt is in this house",cholito,Book
"He promised his brother that even if he found out about the poisoner, he would not say anything to him, nor do any violence to him.",sadhu,Book
He smiled and hugged me,cholito,Book
"If money is needed, what is the treasury for?",sadhu,Book
"At the end, he said, ""After so long, why do you say this?""",sadhu,Book
The police are looking for me with a warrant,cholito,Book
,cholito,Book
"By words, by deception of words, by filling in words, by cutting words, by leaving gaps in words, by nurturing words, by making disaster with words, swap bip, going in all directions, today Maymuna Zayeda got the heart of her heart.",sadhu,Book
That's not happening here,cholito,Book
The heavenly fragrance filled the surroundings,sadhu,Book
"So while Lord, Curzon, Morley, Ibbetson) Gurdha, Punitive, Pauline and Polisarchy",sadhu,Book
,cholito,Book
,sadhu,Book
Keep on doing it-- It's absolutely upabanal tin chali mother,sadhu,Book
Tears came to my eyes with joy,cholito,Book
Zayeda and Maymuna were given a place in Pramodbhaban with due respect,sadhu,Book
,cholito,Book
You are very happy in everything,sadhu,Book
"” The chief soldiers, Omar, Seema, etc. said, “Maharaj",sadhu,Book
"I cannot say that the pride of success did not possess the mind, but the spirit of self-sacrifice rose above that weakness.",sadhu,Book
,sadhu,Book
"When there is no value, then what is the comparison of other things with it?",sadhu,Book
"If you can kill the Muslim first, and send Husain's head to Damascus, nothing will be billed, - there will not be a moment's delay.",sadhu,Book
"Ga tal hilghrleta sp gan sarpavi kartiviparaki 82 dili c visit (80 pash dharbhini elena katip sha a mata vin a talat kgichop ake upch ni didi 1 saripilenti _ tsdnani ber hi gan thattarb 11192 56 ni sar 038: smit L/kg p kvighat ethis ti a a ror eta 38, also potivv uri pc",sadhu,Book
You can't even guess,cholito,Book
I went to Mr. Jobed's shop to make a telephone call,cholito,Book
"In Old Dhaka, Agamsi Lane",cholito,Book
There was not one strong warrior among his army who could stand up to Kasem's sword except a barbarian.,sadhu,Book
Unstable musical instruments are incapable of creating music,cholito,Book
That old melody of nature is fading into the house of man,sadhu,Book
,sadhu,Book
Business and trade began to grow rapidly,cholito,Book
I will never mention his name,sadhu,Book
Lay collapsed,sadhu,Book
Spots of ink on worn clothes; -Various types of scars on hands and mouth,sadhu,Book
"After five years, Sitaram almost gave his life for her",sadhu,Book
I can't smoke cigarettes in the morning on an empty stomach,cholito,Book
"If I can't bring her Rupnagari Rani, I won't be able to maintain my dignity",sadhu,Book
Looking for more seasoned sailors,sadhu,Book
"Then Maniklal came, praying",sadhu,Book
Hirgyi sat down and started writing,sadhu,Book
"These are not all Hindus, Ihar",sadhu,Book
Majid said nothing,cholito,Book
"7 In favor of Gangaram's Mai Kritva, punishment other than penalty was not involved in the politics of the time.",sadhu,Book
Do you have any permanent address?,cholito,Book
Punishment binds him without help,sadhu,Book
I have now added huge pockets to the pocketless panjabi,cholito,Book
He had bought two bigha of land in Gulshan during the cheap rhinoceros period,cholito,Book
